# Boundary size = 80,repeat=1000,threads=16
#  Data is stored in the following manner
# time(tau), probability
-1.015999899999999956e+00 4.687500000000000000e-01
-1.008484600000000064e+00 5.308749999999999858e-01
-1.005999899999999947e+00 5.570000000000000506e-01
-9.959997999999999907e-01 6.384999999999999565e-01
-9.859997999999999818e-01 7.164374999999999494e-01
