# Boundary size = 40,repeat=1000,threads=16
#  Data is stored in the following manner
# time(tau), probability
-1.025999899999999965e+00 4.025000000000000244e-01
-1.015999899999999956e+00 4.480624999999999747e-01
-1.005999899999999947e+00 4.849375000000000213e-01
-9.959997999999999907e-01 5.221249999999999503e-01
-9.859997999999999818e-01 5.635624999999999662e-01
