# Boundary size = 70,repeat=1000,threads=16
#  Data is stored in the following manner
# time(tau), probability
-1.015999899999999956e+00 4.697500000000000009e-01
-1.011185500000000070e+00 5.008124999999999938e-01
-1.005999899999999947e+00 5.380624999999999991e-01
-9.959997999999999907e-01 6.126875000000000515e-01
-9.859997999999999818e-01 6.822500000000000231e-01
