# Boundary size = 50,repeat=1000,threads=16
#  Data is stored in the following manner
# time(tau), probability
-1.015999899999999956e+00 4.591250000000000053e-01
-1.005999899999999947e+00 5.098125000000000018e-01
-9.959997999999999907e-01 5.602500000000000258e-01
-9.859997999999999818e-01 6.075000000000000400e-01
-9.759997999999999729e-01 6.590000000000000302e-01
