# Boundary size = 65,repeat=1000,threads=16
#  Data is stored in the following manner
# time(tau), probability
-1.015999899999999956e+00 4.605624999999999858e-01
-1.005999899999999947e+00 5.310000000000000275e-01
-9.959997999999999907e-01 6.043749999999999956e-01
-9.918533999999999962e-01 6.266249999999999876e-01
-9.859997999999999818e-01 6.634375000000000133e-01
