# Boundary size = 60,repeat=1000,threads=16
#  Data is stored in the following manner
# time(tau), probability
-1.015999899999999956e+00 4.616250000000000075e-01
-1.005999899999999947e+00 5.253750000000000364e-01
-9.959997999999999907e-01 5.883125000000000160e-01
-9.859997999999999818e-01 6.491875000000000284e-01
-9.759997999999999729e-01 7.077499999999999902e-01
