# Boundary size = 15,repeat=2600,threads=5
# ,p_f=1 Data is stored in the following manner
# time(eta), probability
-3.662036000000000180e-01 5.332307692307692859e-01
-3.658036000000000065e-01 5.466153846153846141e-01
-3.654035999999999951e-01 5.727692307692308082e-01
-3.650035999999999836e-01 6.029230769230768949e-01
-3.646036000000000277e-01 6.205384615384614833e-01
-3.642036000000000162e-01 6.424615384615384173e-01
