# Boundary size = 12,repeat=2600,threads=5
# ,p_f=1 Data is stored in the following manner
# time(eta), probability
-3.662036000000000180e-01 5.156153846153845866e-01
-3.658036000000000065e-01 5.273846153846153406e-01
-3.654035999999999951e-01 5.401538461538462066e-01
-3.650035999999999836e-01 5.680769230769230349e-01
-3.646036000000000277e-01 5.680769230769230349e-01
-3.642036000000000162e-01 5.971538461538461462e-01
