# Boundary size = 17,repeat=2600,threads=5
# ,p_f=1 Data is stored in the following manner
# time(eta), probability
-3.662036000000000180e-01 5.484615384615384448e-01
-3.658036000000000065e-01 5.723846153846153806e-01
-3.654035999999999951e-01 6.009999999999999787e-01
-3.650035999999999836e-01 6.171538461538461640e-01
-3.646036000000000277e-01 6.427692307692307594e-01
-3.642036000000000162e-01 6.608461538461538609e-01
