# Boundary size = 70,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-9.999997999999999942e-01 5.929999999999999716e-01
-9.993153999999999648e-01 5.872000000000000552e-01
-9.942111999999999616e-01 6.334999999999999520e-01
-9.899997999999999854e-01 6.584999999999999742e-01
-9.893153999999999559e-01 6.563999999999999835e-01
