# Boundary size = 40,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.029999899999999968e+00 3.897999999999999798e-01
-1.019999899999999959e+00 4.262000000000000233e-01
-1.009999899999999950e+00 4.753999999999999893e-01
-9.999997999999999942e-01 5.140000000000000124e-01
-9.899997999999999854e-01 5.504999999999999893e-01
