# Boundary size = 32,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.028799900000000100e+00 3.931000000000000050e-01
-1.018799900000000092e+00 4.181000000000000272e-01
-1.008799900000000083e+00 4.544000000000000261e-01
-9.987998999999999628e-01 4.884999999999999898e-01
-9.887998999999999539e-01 5.254999999999999671e-01
