# Boundary size = 42,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.028799900000000100e+00 3.938999999999999724e-01
-1.018799900000000092e+00 4.284999999999999920e-01
-1.008799900000000083e+00 4.868000000000000105e-01
-9.987998999999999628e-01 5.290000000000000258e-01
-9.887998999999999539e-01 5.620000000000000551e-01
