# Boundary size = 27,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.038799900000000109e+00 3.578000000000000069e-01
-1.028799900000000100e+00 3.943999999999999728e-01
-1.018799900000000092e+00 4.056000000000000161e-01
-1.008799900000000083e+00 4.333000000000000185e-01
-9.987998999999999628e-01 4.721000000000000196e-01
