# Boundary size = 35,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.029999899999999968e+00 3.894000000000000239e-01
-1.019999899999999959e+00 4.295999999999999819e-01
-1.009999899999999950e+00 4.583999999999999742e-01
-9.999997999999999942e-01 4.940999999999999837e-01
-9.899997999999999854e-01 5.235999999999999543e-01
