# Boundary size = 25,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.029999899999999968e+00 3.876999999999999891e-01
-1.019999899999999959e+00 4.167000000000000148e-01
-1.009999899999999950e+00 4.356999999999999762e-01
-9.999997999999999942e-01 4.561999999999999944e-01
-9.899997999999999854e-01 4.879999999999999893e-01
