# Boundary size = 67,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.005431799999999987e+00 5.326999999999999513e-01
-9.999997999999999942e-01 5.724000000000000199e-01
-9.899997999999999854e-01 6.481999999999999984e-01
-9.806698999999999833e-01 7.096999999999999975e-01
-9.799997999999999765e-01 7.054000000000000270e-01
