# Boundary size = 30,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.029999899999999968e+00 3.941999999999999948e-01
-1.019999899999999959e+00 4.258000000000000118e-01
-1.009999899999999950e+00 4.536999999999999922e-01
-9.999997999999999942e-01 4.763000000000000012e-01
-9.899997999999999854e-01 5.052999999999999714e-01
