# Boundary size = 53,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.008799900000000083e+00 4.999000000000000110e-01
-1.003482699999999950e+00 5.168000000000000371e-01
-9.987998999999999628e-01 5.507999999999999563e-01
-9.887998999999999539e-01 6.104000000000000536e-01
-9.787998999999999450e-01 6.643999999999999906e-01
