# Boundary size = 62,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.009999899999999950e+00 5.042999999999999705e-01
-9.999997999999999942e-01 5.607999999999999652e-01
-9.948784000000000516e-01 5.999999999999999778e-01
-9.899997999999999854e-01 6.273999999999999577e-01
-9.799997999999999765e-01 6.944000000000000172e-01
