# Boundary size = 40,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.041999899999999979e+00 3.468999999999999861e-01
-1.011999899999999952e+00 4.657000000000000028e-01
-1.001999899999999943e+00 4.933000000000000163e-01
-9.919997999999999871e-01 5.387999999999999456e-01
-9.819997999999999783e-01 5.927999999999999936e-01
