# Boundary size = 25,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.025999899999999965e+00 3.943999999999999728e-01
-1.015999899999999956e+00 4.168000000000000038e-01
-1.005999899999999947e+00 4.346999999999999753e-01
-9.959997999999999907e-01 4.656000000000000139e-01
-9.859997999999999818e-01 4.859999999999999876e-01
