# Boundary size = 35,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.025999899999999965e+00 3.936000000000000054e-01
-1.015999899999999956e+00 4.491999999999999882e-01
-1.005999899999999947e+00 4.748999999999999888e-01
-9.959997999999999907e-01 5.001999999999999780e-01
-9.859997999999999818e-01 5.449000000000000510e-01
-9.759997999999999729e-01 5.782000000000000473e-01
