# Boundary size = 45,repeat=1000,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.001999899999999943e+00 5.056000000000000494e-01
-9.981875000000000053e-01 5.294999999999999707e-01
-9.919997999999999871e-01 5.604999999999999982e-01
-9.819997999999999783e-01 6.036000000000000254e-01
-9.719997999999999694e-01 6.506999999999999451e-01
