# Boundary size = 65,repeat=1700,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.010799800000000026e+00 5.042352941176470038e-01
-1.000799800000000017e+00 5.744705882352940662e-01
-9.983490000000000419e-01 5.835882352941176299e-01
-9.907998000000000083e-01 6.285882352941176698e-01
-9.807997999999999994e-01 6.977647058823529536e-01
