# Boundary size = 40,repeat=1700,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.010799800000000026e+00 4.620588235294117441e-01
-1.000799800000000017e+00 5.028235294117646692e-01
-9.907998000000000083e-01 5.470000000000000417e-01
-9.807997999999999994e-01 5.866470588235294104e-01
-9.707997999999999905e-01 6.304705882352941160e-01
