# Boundary size = 90,repeat=1700,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.010799800000000026e+00 5.231176470588235761e-01
-1.004405500000000062e+00 5.812352941176470722e-01
-1.000799800000000017e+00 6.144117647058823239e-01
-9.944055000000000533e-01 6.721764705882352642e-01
-9.907998000000000083e-01 7.105882352941176316e-01
