# Boundary size = 80,repeat=1700,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.016576399999999936e+00 4.607058823529411873e-01
-1.010799800000000026e+00 5.099411764705882311e-01
-1.006576399999999927e+00 5.503529411764706003e-01
-1.000799800000000017e+00 6.029411764705882026e-01
-9.907998000000000083e-01 6.772352941176470464e-01
