# Boundary size = 60,repeat=1700,threads=10
#  Data is stored in the following manner
# time(tau), probability
-1.010799800000000026e+00 4.959411764705882186e-01
-1.000799800000000017e+00 5.582352941176470518e-01
-9.907998000000000083e-01 6.197647058823529953e-01
-9.835783000000000165e-01 6.604117647058823648e-01
-9.807997999999999994e-01 6.752352941176470447e-01
