# Boundary size = 17,repeat=2600,threads=5
# ,p_f=1 Data is stored in the following manner
# time(eta), probability
-3.690251999999999977e-01 3.833076923076922937e-01
-3.686251999999999862e-01 3.991538461538461369e-01
-3.682251999999999748e-01 4.264615384615384475e-01
-3.678251000000000159e-01 4.525384615384615561e-01
-3.674251000000000045e-01 4.752307692307692344e-01
-3.670250999999999930e-01 5.030000000000000027e-01
