# Boundary size = 12,repeat=2600,threads=5
# ,p_f=1 Data is stored in the following manner
# time(eta), probability
-3.636642999999999959e-01 6.198461538461538245e-01
-3.632642999999999844e-01 6.323846153846154339e-01
-3.630750999999999840e-01 6.440000000000000169e-01
-3.628642999999999730e-01 6.531538461538461959e-01
-3.626750999999999725e-01 6.598461538461538600e-01
-3.590342999999999729e-01 7.890769230769231202e-01
