# Boundary size = 15,repeat=2600,threads=5
# ,p_f=1 Data is stored in the following manner
# time(eta), probability
-3.690251999999999977e-01 3.927692307692307594e-01
-3.686251999999999862e-01 4.105384615384615188e-01
-3.682251999999999748e-01 4.309999999999999942e-01
-3.678251000000000159e-01 4.473076923076922951e-01
-3.674251000000000045e-01 4.741538461538461480e-01
-3.670250999999999930e-01 4.883846153846153615e-01
