# Boundary size = 50,repeat=800,threads=12
#  Data is stored in the following manner
# time(tau), probability
-1.003599899999999989e+00 5.332291666666666430e-01
-9.935998999999999803e-01 5.679166666666666252e-01
-9.835998999999999715e-01 6.185416666666666563e-01
-9.736390999999999796e-01 6.703124999999999778e-01
-9.735998999999999626e-01 6.703124999999999778e-01
