# Boundary size = 70,repeat=800,threads=12
#  Data is stored in the following manner
# time(tau), probability
-1.003599899999999989e+00 5.543749999999999512e-01
-9.935998999999999803e-01 6.281250000000000444e-01
-9.862762999999999947e-01 6.792708333333333792e-01
-9.837989999999999791e-01 6.905208333333333615e-01
-9.835998999999999715e-01 6.992708333333332860e-01
