# Boundary size = 65,repeat=800,threads=12
#  Data is stored in the following manner
# time(tau), probability
-1.003599899999999989e+00 5.489583333333333259e-01
-9.935998999999999803e-01 6.205208333333332993e-01
-9.916283999999999654e-01 6.212499999999999689e-01
-9.835998999999999715e-01 6.785416666666667096e-01
-9.816283999999999565e-01 6.899999999999999467e-01
