# Boundary size = 60,repeat=800,threads=12
#  Data is stored in the following manner
# time(tau), probability
-1.003599899999999989e+00 5.461458333333333304e-01
-9.947652999999999635e-01 6.015625000000000000e-01
-9.935998999999999803e-01 5.934374999999999512e-01
-9.847652999999999546e-01 6.502083333333333881e-01
-9.835998999999999715e-01 6.688541666666666385e-01
